00601,8788
00602,19790
00603,25675
00606,3152
00610,13726
00612,30776
00616,5070
00617,11833
00622,3412
00623,20598
00624,11986
00627,16353
00631,800
00637,11561
00638,8823
00641,14374
00646,18412
00647,2738
00650,7273
00652,1770
00653,6063
00656,9836
00659,20062
00660,7824
00662,20657
00664,7937
00667,12157
00669,13671
00670,4619
00674,20096
00676,19104
00677,7249
00678,13017
00680,25279
00682,15473
00683,15812
00685,19961
00687,16067
00688,6692
00690,2592
00692,17393
00693,28375
00694,53
00698,19022
00703,13686
00704,3748
00705,11955
00707,5779
00714,8876
00715,1905
00716,14957
00717,7570
00718,12650
00719,15060
00720,11407
00723,9075
00725,40555
00727,26503
00728,20481
00729,25562
00730,16679
00731,7319
00735,6113
00736,24431
00738,15607
00739,18378
00740,701
00741,2674
00745,26264
00751,11138
00754,19429
00757,11085
00765,4511
00766,12175
00767,17675
00769,19284
00771,18577
00772,10245
00773,9196
00775,877
00777,19341
00778,22277
00780,6233
00782,9333
00783,17187
00784,21078
00786,148
00791,24041
00794,14889
00795,22082
00901,3242
00906,50
00907,8029
00909,2643
00911,3505
00912,2658
00913,3398
00915,13891
00917,8690
00918,7254
00920,8176
00921,17028
00923,12219
00924,24316
00925,3581
00926,48262
00927,6725
00934,40
00936,417
00949,36940
00950,0
00951,8
00952,4659
00953,35345
00956,35852
00957,19918
00959,21664
00960,2328
00961,15046
00962,9800
00965,4064
00966,7624
00968,1460
00969,19916
00971,14320
00976,29085
00979,7120
00982,6781
00983,17953
00985,15685
00987,28072
01001,8213
01002,14639
01003,5453
01005,2750
01007,7307
01008,603
01009,171
01010,1850
01011,800
01012,268
01013,10879
01020,15472
01022,1339
01026,474
01027,8644
01028,7373
01029,370
01030,5591
01031,731
01032,262
01033,2878
01034,1159
01035,2226
01036,2537
01037,463
01038,1335
01039,542
01040,19574
01050,1256
01053,952
01054,1025
01056,10670
01057,4245
01060,6231
01062,5506
01063,20
01066,10
01068,871
01069,4421
01070,297
01071,618
01072,739
01073,2896
01074,150
01075,7090
01077,4734
01079,311
01080,1034
01081,858
01082,5294
01083,1506
01084,66
01085,20251
01086,290
01088,263
01089,13773
01092,712
01093,147
01094,157
01095,6953
01096,1222
01097,21
01098,564
01103,1269
01104,11232
01105,5883
01106,7380
01107,5603
01108,12952
01109,14585
01118,6534
01119,6028
01128,1299
01129,3466
01151,4196
01199,0
01201,21707
01220,4117
01222,421
01223,1144
01224,37
01225,1503
01226,3573
01229,40
01230,3992
01235,1483
01236,745
01237,1574
01238,2795
01240,2097
01242,171
01243,182
01244,56
01245,459
01247,7463
01253,344
01254,458
01255,448
01256,447
01257,1079
01258,171
01259,285
01260,198
01262,531
01264,71
01266,677
01267,3504
01270,414
01301,8770
01330,728
01331,6679
01337,1239
01338,102
01339,678
01340,841
01341,838
01342,721
01343,19
01344,786
01346,240
01347,45
01349,497
01350,42
01351,1025
01354,802
01355,485
01360,1620
01364,3885
01366,548
01367,350
01368,650
01370,1822
01373,1972
01375,2007
01376,2414
01378,352
01379,414
01420,20332
01430,3097
01431,1583
01432,3655
01434,1436
01436,1802
01438,189
01440,10235
01450,5523
01451,2401
01452,2320
01453,19580
01460,4638
01462,5164
01463,5770
01464,4462
01467,261
01468,1938
01469,3485
01473,3885
01474,1022
01475,5394
01501,7759
01503,1551
01504,4246
01505,2294
01506,1740
01507,6285
01510,6892
01515,1097
01516,4463
01518,1383
01519,3190
01520,7526
01521,1315
01522,1484
01523,4310
01524,3361
01525,70
01527,6718
01529,1510
01531,545
01532,7317
01534,2975
01535,2265
01536,3800
01537,1156
01540,5210
01541,1779
01542,986
01543,4370
01545,17591
01550,8119
01560,2173
01561,60
01562,5883
01564,3718
01566,3165
01568,3841
01569,6765
01570,7615
01571,5970
01581,9073
01583,4576
01585,2390
01588,4418
01590,4512
01602,11207
01603,9610
01604,17926
01605,12863
01606,9187
01607,4586
01608,1480
01609,10395
01610,12136
01611,1381
01612,2582
01701,15330
01702,17979
01718,186
01719,2503
01720,11318
01721,8202
01730,6884
01731,1012
01740,2435
01741,2479
01742,10088
01745,144
01746,6850
01747,2899
01748,7789
01749,9619
01752,19660
01754,5548
01756,2881
01757,13935
01760,16704
01770,2065
01772,4707
01773,2456
01775,3256
01776,9066
01778,6596
01801,19703
01803,12576
01810,16646
01821,15421
01824,12613
01826,15329
01827,1571
01830,13089
01832,11049
01833,4206
01834,3470
01835,5951
01840,2368
01841,23150
01843,12039
01844,24142
01845,14750
01850,7419
01851,14858
01852,17019
01854,14769
01860,3159
01862,5763
01863,4310
01864,7756
01867,12339
01876,14075
01879,6054
01880,12395
01886,11526
01887,11572
01890,10659
01901,603
01902,22285
01904,8519
01905,12684
01906,12658
01907,6568
01908,1487
01913,8397
01915,19064
01921,3952
01922,1317
01923,13282
01929,1727
01930,13727
01937,112
01938,6738
01940,6333
01944,2581
01945,9719
01949,5647
01950,8392
01951,1924
01952,4179
01960,24744
01966,3111
01969,2806
01970,19707
01982,4204
01983,2946
01984,2247
01985,2304
02019,8056
02021,10730
02025,4057
02026,12263
02030,2954
02032,2052
02035,8513
02038,15922
02043,10940
02045,4822
02047,67
02048,11670
02050,12239
02052,6303
02053,6199
02054,3982
02056,6739
02061,5527
02062,14015
02066,8405
02067,8452
02071,1238
02072,13263
02081,8884
02090,7282
02093,5705
02108,2185
02109,2190
02110,1105
02111,3745
02113,3543
02114,6555
02115,14016
02116,10348
02118,14398
02119,12401
02120,7859
02121,12268
02122,12150
02124,24997
02125,17964
02126,13194
02127,17635
02128,24448
02129,8123
02130,18291
02131,14711
02132,13178
02134,9555
02135,16929
02136,14596
02138,17722
02139,18122
02140,8242
02141,6509
02142,1678
02143,12942
02144,12530
02145,12674
02148,29351
02149,21482
02150,18987
02151,27546
02152,8391
02155,27883
02163,1091
02169,26874
02170,9914
02171,8724
02176,13492
02180,10170
02184,17671
02186,12994
02188,6892
02189,7009
02190,8250
02191,4004
02199,475
02203,0
02210,1214
02215,10192
02301,28504
02302,16992
02322,2274
02324,14225
02330,5652
02332,7384
02333,6547
02338,3771
02339,7033
02341,5387
02343,5562
02346,11933
02347,5425
02351,7143
02356,6245
02357,614
02359,8673
02360,28160
02364,5964
02366,190
02367,1467
02368,15588
02370,9220
02375,4599
02379,3578
02382,6992
02420,6804
02421,8993
02445,9097
02446,12235
02451,8850
02452,7331
02453,14187
02457,728
02458,6001
02459,8884
02460,4724
02461,3502
02462,588
02464,1394
02465,5433
02466,4056
02467,10854
02468,2968
02472,15936
02474,12900
02476,7871
02478,11886
02481,7071
02482,4851
02492,9782
02493,5538
02494,4747
02532,6052
02534,529
02535,706
02536,9573
02537,2986
02538,1552
02539,2444
02540,4033
02542,510
02543,320
02553,96
02554,5456
02556,1168
02557,2221
02558,550
02559,2047
02561,354
02562,1631
02563,4484
02564,133
02568,1994
02571,5559
02575,1046
02576,2409
02584,0
02601,7137
02630,1230
02631,4629
02632,4808
02633,1935
02635,1668
02637,47
02638,1763
02639,1169
02641,113
02642,2264
02643,0
02644,2249
02645,4329
02646,878
02647,61
02648,3110
02649,6649
02650,561
02651,14
02652,414
02653,2629
02655,1672
02657,1505
02659,368
02660,2805
02663,56
02664,3974
02666,394
02667,1344
02668,1518
02669,168
02670,667
02671,433
02672,94
02673,3991
02675,2899
02702,2319
02703,21321
02713,26
02715,1516
02717,2210
02718,3173
02719,7739
02720,14300
02721,12205
02723,6931
02724,7780
02725,1190
02726,7965
02738,2313
02739,2996
02740,20739
02743,5242
02744,5426
02745,11477
02746,6899
02747,11973
02748,5702
02760,13288
02762,4201
02763,954
02764,1965
02766,9495
02767,6679
02769,6020
02770,2640
02771,6658
02777,8040
02779,3323
02780,23903
02790,7990
02791,100
02802,557
02804,1141
02806,7854
02807,440
02808,1181
02809,10763
02812,834
02813,4077
02814,3620
02815,71
02816,15895
02817,3070
02818,8716
02822,3368
02825,2637
02826,315
02827,1010
02828,3315
02830,3153
02831,1586
02832,2333
02833,314
02835,2836
02836,49
02837,1601
02838,1937
02839,642
02840,10657
02841,1111
02842,7826
02852,10802
02857,4958
02858,285
02859,3383
02860,22144
02861,13233
02863,9929
02864,16113
02865,7857
02871,8613
02872,131
02873,119
02874,3340
02875,184
02876,139
02878,7784
02879,9594
02881,3776
02882,6775
02885,5029
02886,13805
02888,9488
02889,13483
02891,9824
02892,2178
02893,14069
02894,244
02895,20661
02896,5551
02898,713
02903,5032
02904,13749
02905,12578
02906,14186
02907,13563
02908,18074
02909,20911
02910,9737
02911,7408
02912,709
02914,10355
02915,7396
02916,4166
02917,6662
02919,13775
02920,19433
02921,5541
03031,5569
03032,2652
03033,2535
03034,2023
03036,2404
03037,2274
03038,16779
03042,3303
03043,684
03044,2065
03045,6653
03046,1389
03047,877
03048,1710
03049,4011
03051,12210
03052,4252
03053,12082
03054,12754
03055,7337
03057,1353
03060,14827
03062,13173
03063,7832
03064,6990
03070,2738
03071,2870
03076,6409
03077,5210
03079,14185
03082,873
03084,741
03086,2041
03087,6879
03101,1468
03102,15340
03103,18792
03104,16461
03106,6520
03109,5044
03110,10335
03215,130
03216,1199
03217,1006
03218,572
03220,3480
03221,1165
03222,2881
03223,1710
03224,1050
03225,1743
03226,512
03227,614
03229,2846
03230,605
03231,120
03233,66
03234,2360
03235,4224
03237,974
03238,49
03240,627
03241,454
03242,2257
03243,604
03244,3935
03245,970
03246,7637
03249,3434
03251,748
03253,3069
03254,1999
03255,995
03256,1071
03257,2031
03258,1318
03259,187
03260,395
03261,2269
03262,467
03263,2062
03264,3696
03266,1144
03268,601
03269,1464
03273,188
03275,5682
03276,4398
03278,1508
03279,390
03280,573
03281,4264
03282,511
03284,537
03285,1111
03287,637
03290,2345
03291,8
03293,35
03301,15632
03303,7826
03304,3918
03307,2710
03431,11553
03440,1329
03441,358
03442,780
03443,396
03444,768
03445,359
03446,3069
03447,1230
03448,354
03449,857
03450,474
03451,1848
03452,2869
03455,870
03456,414
03457,317
03458,3204
03461,2928
03462,905
03464,548
03465,1239
03466,462
03467,904
03470,2294
03561,2856
03570,5217
03574,1206
03575,69
03576,1525
03579,244
03580,659
03581,1494
03582,1246
03583,424
03584,1795
03585,1371
03586,308
03588,825
03590,438
03592,585
03593,200
03595,409
03597,185
03598,1607
03601,266
03602,1346
03603,2486
03604,174
03605,482
03607,195
03608,1243
03609,593
03740,425
03741,1986
03743,6898
03745,784
03746,101
03748,2168
03750,625
03751,326
03752,379
03753,1337
03754,175
03755,5113
03765,194
03766,4430
03768,846
03770,291
03771,433
03773,3561
03774,862
03777,673
03779,385
03780,216
03781,819
03782,1542
03784,1939
03785,1467
03801,10898
03809,1972
03810,866
03811,3258
03812,318
03813,1539
03814,1177
03816,579
03817,293
03818,1877
03819,2291
03820,14877
03823,996
03824,7116
03825,4311
03826,1058
03827,1649
